# Produced using StockPerson Data Generator (chapter 1.0)
# https://github.com/bahmanm/stockperson/
# docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,7,rXDOp,254,51468.41,13072976.611445156676
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,8,SQJr72V,310,12775.10,3960281.610537831250
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,9,16c,254,84089.42,21358713.48605613490
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,10,PQkHLo,605,72179.55,43668629.41259937470
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,11,HtlWPc,131,55826.82,7313314.50090652011
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,12,m,107,5433.49,581383.45176907189
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,13,mON,551,82979.04,45721455.75926526674
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,14,idD,896,15042.79,13478348.500850438016
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,15,jzlhp,924,79670.63,73615664.75553466176
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,16,Vj5COlL,403,92958.19,37462151.47438605439
VEyrc8,BOyUMON,2023-02-10,305069161.47,21.22,17,dSZwAWc,250,97133.62,24283405.65682054500
i5tDrI,jySCmoah,2023-10-07,140626384.79,33.46,1,TC7PHX,143,97184.03,13897317.56210967455
i5tDrI,jySCmoah,2023-10-07,140626384.79,33.46,2,yNyYN8,292,75960.70,22180526.31650057980
i5tDrI,jySCmoah,2023-10-07,140626384.79,33.46,3,spPWyg,997,94368.20,94085095.5691301827
i5tDrI,jySCmoah,2023-10-07,140626384.79,33.46,4,CnqBsOs,479,80862.90,38733330.18660170445
i5tDrI,jySCmoah,2023-10-07,140626384.79,33.46,5,HtjXp,962,44145.44,42467920.656567480568
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,1,cH,828,40151.26,33245245.413353637540
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,2,RrKJh8,197,19082.31,3759216.98853967576
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,3,3MeT9,661,17015.24,11247079.890168963148
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,4,ZB8,287,8109.44,2327410.457886651438
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,5,OFw,793,80270.96,63654871.95424603753
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,6,9ETHc,38,78028.44,2965080.76840019872
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,7,Lf,531,68721.58,36491160.2241958704
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,8,EGisMF,468,33128.62,15504197.15256034428
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,9,PMh,991,22375.87,22174493.69047859726
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,10,hMM,449,21520.13,9662540.64328611996
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,11,gt1,803,617.20,495616.3827630711047
SNYGhz,jySCmoah,2022-10-23,169028605.78,28.17,12,oI,360,93923.11,33812320.66737596280
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,1,KcahPyz,547,82263.73,44998265.36352454924
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,2,0XMT,236,96037.13,22664762.83806161832
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,3,b,635,19237.14,12215584.97638402960
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,4,lUb,508,23557.83,11967379.375495762936
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,5,Aq6S,621,30905.65,19192409.03606955831
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,6,VPeHg,782,46827.25,36618915.83607842656
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,7,3uJ,923,57585.04,53150996.906113328235
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,8,MYpve,585,59773.75,34967644.95766358115
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,9,UVOM,501,99302.87,49750740.30633381675
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,10,ryo5AgC,457,34202.06,15630341.7027522523
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,11,l,627,44664.73,28004789.326020371502
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,12,iTJ,472,8649.83,4082721.848948372816
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,13,9wxOg,445,33927.57,15097771.359232359225
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,14,Y6mYai,339,38834.79,13164995.275048263666
hrLZGI,dyzISOFV,2022-05-04,109093171.55,70.42,15,h9,218,33766.29,7361053.16417775008

