# Produced using StockPerson Data Generator (chapter 1.0)
# https://github.com/bahmanm/stockperson/
# docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,2,G,930,67642.87,62907877.54642480530
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,3,IKNsY,975,17686.10,17243956.797286690575
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,4,YC9Rh,455,81195.18,36943807.09969428570
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,5,UD7z5L,286,69103.14,19763500.50014181556
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,6,B,740,26364.46,19509707.620838016880
e2grkC,iSrjDhi,2023-11-22,110776556.94,47.54,7,UvHkom,926,41668.41,38584948.56633486210
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,1,qW1n,377,32984.75,12435251.43443110424
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,2,2YqVvxt,788,24578.05,19367505.72385147092
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,3,0,832,17699.95,14726359.544953135872
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,4,oZn0FWI,710,68723.31,48793552.63414663310
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,5,cA,83,70616.97,5861209.07964193721
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,6,K80,826,45248.36,37375148.59151580724
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,7,BIec,399,83634.92,33370334.01735375447
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,8,BCVkt0q,27,3560.66,96138.0345790620522
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,9,5N,391,20271.82,7926285.30690147614
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,10,Ga,416,92615.97,38528246.46544379584
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,11,fXnDgI3,182,53860.17,9802552.54548610222
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,12,tQdm,492,47996.56,23614311.690960595020
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,13,FWTjGr,132,18013.99,2377847.609795782872
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,14,FKeF,462,95560.47,44148937.45561392324
zYj3CF,LHjNKg,2023-03-12,223201075.30,38.54,15,4DCeC,986,65673.67,64754244.11600135954
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,1,KqFPJ,960,57693.27,55385543.93794123200
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,2,hlRSo,4,9025.12,36100.517608255956
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,3,76o9xr,266,48023.22,12774177.521330060850
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,4,FbUpCWb,117,13722.42,1605523.748940819864
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,5,J94l,759,70676.04,53643116.24350523922
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,6,1ea,488,1708.33,833666.1954705257016
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,7,O9sctT,770,91898.58,70761913.81767633510
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,8,3C,956,89334.50,85403790.71959145136
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,9,SzvbIn,205,46470.02,9526355.71620685540
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,10,je,837,18258.13,15282055.80047427021
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,11,YYy5,928,1623.54,1506649.820485603456
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,12,8Xx9F,477,28088.29,13398115.86890932977
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,13,9FkGgV,122,52335.21,6384896.06393374518
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,14,1E,614,21445.58,13167589.37527338252
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,15,6Jr6Gr,573,160.96,92234.9738823453915
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,16,gfzZx,223,27944.13,6231542.303035258155
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,17,TCr3S7,841,37823.64,31809684.23174676553
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,18,46VMx,640,77980.53,49907541.05913121280
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,19,pUolAEM,783,51488.58,40315561.084130163678
Pmvjbl,LHjNKg,2021-09-22,347610180.89,28.20,20,P9t0,305,52776.13,16096722.21053456040
pzGqzh,NZTLnkaX,2023-04-19,154495996.19,21.19,1,MZkSDA,423,49514.16,20944492.572670401015
pzGqzh,NZTLnkaX,2023-04-19,154495996.19,21.19,2,rit,398,2005.74,798287.6454733300292
pzGqzh,NZTLnkaX,2023-04-19,154495996.19,21.19,3,l,642,76595.00,49173994.64084353650
pzGqzh,NZTLnkaX,2023-04-19,154495996.19,21.19,4,GMqd,479,82951.76,39733894.35774297722
pzGqzh,NZTLnkaX,2023-04-19,154495996.19,21.19,5,8LdyEu,945,90355.67,85386116.33404973505
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,1,XE,644,62923.37,40522652.42670119580
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,2,KL7H3,37,31542.57,1167075.364419155669
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,3,hdy0,606,84959.59,51485513.64889631958
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,4,Vnw,754,13661.84,10301032.113856881904
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,5,Ju,494,98178.28,48500074.2681832078
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,6,GH6MaA,669,54770.19,36641259.0810961749
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,7,tpH,147,71871.68,10565137.59981498042
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,8,otiGyp,807,20325.86,16402975.37568022407
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,9,cEHDBhj,890,36662.97,32630046.73927199840
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,10,kMkkl,591,10167.53,6009014.735889337476
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,11,CjcyN,92,5357.28,492870.568393041328
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,12,S6uR,444,14756.23,6551767.085002264212
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,13,m,820,67620.01,55448411.21221117320
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,14,bObvh9O,660,19588.99,12928739.001797544420
2Eiant,LHjNKg,2022-05-14,215315370.31,35.60,15,FNNEM0j,57,82971.31,4729364.89786808433
eeqFkU,bHjqIaV,2022-01-10,50023123.87,52.25,1,pvJ4aVw,994,76470.58,76011765.517994152
eeqFkU,bHjqIaV,2022-01-10,50023123.87,52.25,2,T0M,646,44533.84,28768866.323826151124
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,1,xwvS,61,44490.76,2713936.920868433524
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,2,ouCQmY,108,22324.94,2411094.164374834632
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,3,UquIgeG,272,43646.65,11871889.06135053360
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,4,YuyhE,236,1438.42,339468.0505903902020
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,5,mK1x2,388,50607.79,19635822.61348005236
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,6,XeOSw,656,47426.36,31111698.00278668512
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,7,S49,277,95181.67,26365325.24249548092
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,8,GNtwR,241,219.21,52829.64234486091715
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,9,5Sq,632,64513.17,40772325.82421620168
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,10,97Gs,97,25910.04,2513274.59340384748
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,11,f9cq,494,59051.10,29171245.60778758122
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,12,TR,666,15038.69,10015768.720419357042
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,13,ix,487,45629.12,22221384.43234234818
MGP8ar,vgHXFj,2022-12-23,222252308.51,7.25,14,KqFPJ,701,57693.27,40442985.72968417045
AgeUmK,KmGCyS,2023-11-05,69496629.99,56.61,1,Fx5NM,735,63417.92,46612173.63596085075
AgeUmK,KmGCyS,2023-11-05,69496629.99,56.61,2,fo,850,64039.17,54433300.70127624350
AgeUmK,KmGCyS,2023-11-05,69496629.99,56.61,3,oT1,593,61285.86,36342518.98433932895
AgeUmK,KmGCyS,2023-11-05,69496629.99,56.61,4,cwPb3H,517,44094.54,22796877.85642498935
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,1,BaOLc2,121,17269.82,2089648.92260861759
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,2,BMbS53,540,56661.75,30597348.128186349900
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,3,MM9TR,319,74243.28,23683608.16140866624
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,4,pHXYpd,80,44371.52,3549722.1754370880
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,5,uY,986,40733.33,40163070.819933928896
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,6,3C,483,89334.50,43148567.90540028348
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,7,4q,971,85456.57,82978333.65438151054
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,8,ItKQ,974,83175.53,81012972.22431422484
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,9,hbAr,841,63114.29,53079121.92711707382
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,10,k4xvUQ,633,84956.59,53777526.93572225856
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,11,YI,940,42736.45,40172267.52396992240
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,12,wW,115,93563.73,10759829.13911208465
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,13,nMY637,301,72694.04,21880908.6645120692
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,14,j7CC0p,891,76096.66,67802131.44383695533
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,15,CSyEfG,857,40462.76,34676588.063426407475
POuzxM,vgHXFj,2023-08-23,308315678.85,48.26,16,rn0Y,347,18889.57,6554683.950655647105
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,1,gSxuUjk,875,75926.94,66436077.01490650625
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,2,W,783,40471.04,31688828.48565265239
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,3,ADTz,101,61313.40,6192654.21576107129
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,4,eF57,133,62759.46,8347008.69869188035
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,5,dEaXkG,694,21750.50,15094851.424802185264
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,6,S962,236,38901.54,9180763.579298276896
L6VJGf,gjRbfs,2021-11-23,87453171.41,36.20,7,UV,4,33630.32,134521.29272160852
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,1,m3HZA,369,11237.71,4146718.24652745654
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,2,dU7k,79,71364.41,5637788.70126758242
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,3,fhe,350,27424.41,9598545.11419378750
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,4,t,62,73278.21,4543249.40261865692
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,5,ULxJ,219,15598.96,3416172.64055970306
eQ2Oah,indebCXk,2023-08-29,25667771.96,14.10,6,ysc,223,11388.02,2539528.813787411605
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,1,e,121,81858.97,9904936.06011894798
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,2,Hv5,657,74330.31,48835014.3515631933
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,3,hdy0,654,84959.59,55563574.13593761222
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,4,hB,431,45968.04,19812225.48742123058
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,5,Od,686,53364.75,36608219.96105162882
C5InWK,vgHXFj,2023-09-26,80199334.62,53.32,6,o4TRh,68,16191.50,1101022.047259316804
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,1,o4TRh,461,16191.50,7464281.820390368333
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,2,Ur,282,945.44,266616.4000671182532
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,3,VkMe,466,73895.88,34435480.96358003234
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,4,G1c,730,29187.27,21306713.231108812350
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,5,pbY,333,28095.87,9355927.128879661371
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,6,A,385,37401.94,14399747.0513456560
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,7,nL8jM2,703,9735.54,6844085.677002500735
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,8,76afOm,194,46174.31,8957816.389078558236
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,9,pDg,308,15163.69,4670417.973064463928
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,10,HnP,399,92151.49,36768445.85375564736
qzDg1A,iSrjDhi,2023-08-11,97139468.48,43.19,11,iiabEv,401,66173.85,26535717.33797962355
DNTcsC,indebCXk,2022-07-20,39352123.13,8.98,1,tSwmD5z,655,62887.36,41191222.63993232845
DNTcsC,indebCXk,2022-07-20,39352123.13,8.98,2,4aw,162,12634.80,2046838.127765025924
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,1,FKeF,827,95560.47,79028509.25496258554
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,2,78XJ,641,40821.89,26166834.82957479628
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,3,IUy,811,265.66,215454.7835409583958
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,4,n4Bl9L,370,74757.38,27660230.84725636650
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,5,RnCh,293,91991.06,26953383.28909885867
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,6,jJneC,33,98159.04,3239248.60126805553
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,7,8aB4n9k,974,27235.37,26527255.425976731188
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,8,XiL,391,78352.15,30635691.31751305341
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,9,Tk5,487,54139.32,26365849.97389029134
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,10,iaAEyM,137,7284.22,997938.549578456216
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,11,dAXQf,115,27784.59,3195228.538464252280
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,12,A9m,631,52311.71,33008690.98327452014
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,13,SAcTb,850,10329.44,8780027.580138763450
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,14,A9YvY,138,64484.65,8898882.403512849048
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,15,mSyUc,651,33617.38,21884918.15345103576
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,16,YUGur7,173,12695.68,2196354.350790822862
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,17,wW,285,93563.73,26665663.51866907935
C5Spxx,gjRbfs,2022-11-11,249181830.57,29.82,18,l1ZUF1o,31,85796.59,2659694.51216238753
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,1,hUNoDV,244,33511.79,8176877.75784695236
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,2,Xw,264,34572.99,9127270.456390388280
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,3,l5E,422,58274.71,24591928.470794699648
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,4,QsTIg,421,85323.71,35921286.07018635801
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,5,ys,856,63281.45,54168923.62294283064
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,6,Z2FgV,314,85098.17,26720827.25183330070
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,7,P,119,52170.70,6208313.7764954446
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,8,KSL1j,962,27614.52,26565168.352160332284
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,9,K,812,99630.92,80900309.74932262664
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,10,bm0zj,260,50797.89,13207451.97834665980
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,11,KJVlNe,781,2637.54,2059919.580264355117
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,12,yGMKfz,88,57014.95,5017315.94078617144
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,13,O9sctT,522,91898.58,47971063.65302213886
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,14,KL7H3,148,31542.57,4668301.457676622676
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,15,J,521,55539.72,28936197.15148965699
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,16,8LdyEu,772,90355.67,69754583.92580570948
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,17,bUvEKI9,259,52977.32,13721126.157650692564
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,18,IUy,604,265.66,160462.0089503561912
i4Y3FN,gjRbfs,2022-07-09,491889790.93,0.34,19,Vlbes49,798,44742.06,35704165.981535222430
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,1,7A6L,877,73417.38,64387047.19472405164
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,2,V1qz,210,88222.38,18526699.9640241960
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,3,Mg,83,57757.03,4793833.69759129668
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,4,cTi4O,244,61013.68,14887340.16064741524
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,5,k4xvUQ,380,84956.59,32283507.48116028160
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,6,hyx,626,19470.93,12188805.972266462396
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,7,fJA2dO,228,80057.82,18253185.15476808696
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,8,m,438,67620.01,29617565.98896157788
AZBTYv,gjRbfs,2021-09-07,56398821.99,74.02,9,vAeDxi,566,39246.78,22213678.82882640998
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,1,dTPk,765,92128.52,70478321.6967970860
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,2,RnCh,723,91991.06,66509543.06490947037
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,3,6,795,2530.70,2011914.0779004021630
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,4,YlWuQY9,744,95742.48,71232405.95947500528
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,5,0F6xZM,462,36080.49,16669189.03017963672
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,6,FR,288,58749.81,16919947.27779719904
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,7,UPS,441,12060.91,5318864.18821083879
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,8,KEoHBIr,431,41687.63,17967371.782960951355
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,9,SC5bC,888,36818.71,32695015.58524640280
mJdB8E,indebCXk,2024-01-09,173729917.28,43.56,10,yFe6Wk,651,12329.62,8026585.816838359302
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,1,eS,814,28468.59,23173435.422214366476
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,2,8wfkgXi,112,43583.65,4881369.08903296912
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,3,CI,922,58751.44,54168835.47082648894
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,4,C2xz7,480,12051.87,5784901.069616723520
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,5,F,261,78342.30,20447340.89342823018
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,6,fudqtEe,661,72699.87,48054614.64803301843
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,7,ehZ,661,46529.59,30756063.22751055547
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,8,z,870,94823.79,82496704.88531966010
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,9,KJVlNe,501,2637.54,1321408.079017211157
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,10,6iouey5,125,14483.88,1810485.494880476375
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,11,p,981,6037.95,5923236.328447698153
GRWdh1,iSrjDhi,2022-05-17,301928798.98,4.96,12,RQ00f,656,59257.15,38872696.715587824384
1KmUs6,indebCXk,2022-09-11,81409036.62,32.32,1,y,847,63033.33,53389231.34358299486
1KmUs6,indebCXk,2022-09-11,81409036.62,32.32,2,OAxs,55,5144.91,282970.407891035975
1KmUs6,indebCXk,2022-09-11,81409036.62,32.32,3,CSyEfG,687,40462.76,27797918.319222802725
1KmUs6,indebCXk,2022-09-11,81409036.62,32.32,4,2,451,62454.89,28167157.854865104526
1KmUs6,indebCXk,2022-09-11,81409036.62,32.32,5,ZII,271,39328.28,10657965.61167156387
BkzFlW,vgHXFj,2021-08-15,154786629.56,11.50,1,OAxs,870,5144.91,4476077.361185478150
BkzFlW,vgHXFj,2021-08-15,154786629.56,11.50,2,hYz7,615,97652.21,60056110.14668570340
BkzFlW,vgHXFj,2021-08-15,154786629.56,11.50,3,fM2t,452,99954.18,45179293.47124533052
BkzFlW,vgHXFj,2021-08-15,154786629.56,11.50,4,Dwk3JRc,660,98780.87,65195376.37802634720
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,1,lj,270,79457.95,21453647.37351934140
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,2,dZRyN,272,31421.62,8546681.554339079376
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,3,1,957,63020.24,60310378.33113944541
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,4,YwH6U,538,95598.00,51431725.212117228
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,5,fw2H,749,98058.42,73445759.76493889014
FKjA2O,iSrjDhi,2022-10-05,216859839.96,22.00,6,0,737,85294.00,62861680.31374431508
CapYjv,indebCXk,2021-10-02,127661458.52,11.59,1,9t,144,30000.69,4320100.74771413568
CapYjv,indebCXk,2021-10-02,127661458.52,11.59,2,mN3,513,58030.37,29769581.03344434288
CapYjv,indebCXk,2021-10-02,127661458.52,11.59,3,mXLSkt8,652,51004.45,33254902.511717875432
