# Produced using StockPerson Data Generator (chapter 1.0)
# https://github.com/bahmanm/stockperson/
# docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,8,YalHb,236,71438.52,16859492.02779742436
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,9,eIHez3,141,83081.99,11714560.7385360834
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,10,rqfEQ6n,843,57579.67,48539669.32033510158
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,11,H14JE,801,62707.59,50228781.78490448535
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,12,mRhMtBC,958,73023.71,69956723.24523375018
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,13,vX6,465,5196.29,2416276.859979603165
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,14,DL5N,721,63062.29,45467913.711865587306
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,15,s,311,46571.38,14483699.50709044958
Nf3Utq,mtMvN,2022-09-27,297438204.94,29.23,16,CNhqnYb,942,23931.03,22543037.64569307642
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,1,I5C,212,99721.31,21140919.8081685604
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,2,3982t4,359,68869.95,24724313.20089503066
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,3,v0uNOVE,247,83728.16,20680857.64518424807
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,4,RHrRG,432,83091.00,35895314.77221391488
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,5,1Z81lK,407,32860.19,13374100.31518388905
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,6,w,916,69257.34,63439731.88298668292
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,7,sPX1,254,27662.87,7026369.91062605086
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,8,eX,484,96505.58,46708702.67059728512
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,9,U3mfz,273,16402.05,4477761.110133941721
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,10,jvlEC6,110,62236.58,6846024.18058156510
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,11,1,241,17949.02,4325714.90329841497
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,12,F23SJT,945,4747.77,4486645.166184883170
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,13,eV,128,44262.39,5665586.32823895168
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,14,dJz,737,53348.15,39317591.04681829432
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,15,V067I,615,8786.94,5403971.473293700920
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,16,mzw,70,79953.90,5596773.35991867380
Vu35Ff,GPqOcD,2024-01-07,300963303.18,4.57,17,5oN,518,12130.28,6283486.559504672154
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,1,t5n,872,70214.03,61226634.9369419720
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,2,P,435,15202.66,6613157.242069397895
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,3,snIt,309,1622.22,501268.3125047372727
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,4,1E,524,44406.44,23268975.87099782700
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,5,RHrRG,480,83091.00,39883683.08023768320
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,6,Bgmo,148,25648.57,3795989.46283618728
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,7,Krc5WV,645,25390.37,16376794.442153111235
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,8,pQ9dU6g,250,78028.15,19507038.54981906250
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,9,df,306,63390.09,19397367.8761446108
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,10,oecuy6n,330,62735.46,20702703.791916140280
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,11,hLr,557,45173.39,25161580.79219605087
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,12,wmMGak,759,30894.55,23448964.948445522475
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,13,piiMe,860,15806.82,13593870.112106908340
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,14,WD,959,40440.64,38782583.08027170795
MNtrAE,GPqOcD,2023-12-01,321958164.79,11.66,15,uWpjM7,686,76091.27,52198612.23102176476
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,1,mxK,370,73890.65,27339540.80024314520
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,2,tG5,202,92159.21,18616161.40119996312
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,3,jgXO0,647,35477.41,22953890.71576209247
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,4,dX7ce,480,53317.29,25592301.04952059680
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,5,nQiCtSa,422,52362.85,22097124.87247511238
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,6,t7h7N,803,14045.47,11278514.008848676326
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,7,F23SJT,862,4747.77,4092580.035186634172
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,8,LT4vD,351,68530.41,24054175.30601418489
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,9,p,489,46.43,22707.94569897969396
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,10,MToM1c,187,77408.87,14475460.12566683986
e3oCKX,zKhkbRzcR,2021-07-04,183258577.14,13.43,11,3982t4,598,68869.95,41184232.01708977252
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,1,vX6,61,5196.29,316973.953674743641
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,2,p,5,46.43,232.18758383414820
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,3,mQ3Zg,467,23158.00,10814789.79526924896
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,4,tG5,463,92159.21,42669716.47898803428
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,5,QP,591,20277.65,11984093.70565285461
R0AV8W,PqhGybG,2023-05-14,79887675.64,14.43,6,MwaX6F,522,52823.94,27574097.942396262690
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,1,jvlEC6,864,62236.58,53772408.10929520224
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,2,f3ABwvz,354,17097.36,6052466.140351813716
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,3,GIP9iBo,419,21487.76,9003374.22536058597
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,4,H6z2OXz,53,64027.83,3393475.43191842762
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,5,iut,451,74284.93,33502504.12585569779
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,6,61,109,18103.76,1973310.444669211858
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,7,z7c,187,72208.72,13503030.71788498762
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,8,h4Z63rn,410,1470.37,602853.8926135823780
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,9,9A,589,29186.34,17190756.60695998677
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,10,tG5,416,92159.21,38338233.38068903296
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,11,qLoU,735,28055.96,20621131.61154779985
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,12,wH,840,47310.70,39740991.94704905280
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,13,Tz9,14,89105.71,1247480.05570841968
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,14,ON6ZI,510,26646.58,13589759.423891881050
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,15,1E,873,44406.44,38766824.30416241025
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,16,9HluSu,155,76600.48,11873075.55111381315
MjUX20,VmEFxNg,2023-02-17,255658322.16,19.08,17,7HIeuDi,760,16816.91,12780851.827533401040
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,1,aQs7I,905,45042.58,40763537.97990992795
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,2,wJk,931,58743.27,54689985.698767651526
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,3,Sg0rjA,480,62100.81,29808388.86652422240
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,4,6rki,88,61709.80,5430462.64670006680
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,5,4LBr,303,24251.08,7348077.31459750314
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,6,D50bP,491,82641.57,40577011.02724735067
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,7,iB,866,53819.87,46608009.47291036384
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,8,CAeaA,532,58949.98,31361393.37790613980
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,9,h58rw,511,78286.34,40004323.12033922786
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,10,w,140,69257.34,9696028.89041281180
hOQ23n,ZmRmyyt,2022-01-22,166820124.89,47.31,11,n13HhQO,354,29226.06,10346027.15027507358
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,1,mxK,48,73890.65,3546751.23895046208
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,2,U3mfz,614,16402.05,10070861.983964249878
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,3,oiWk,582,82722.18,48144313.20934765950
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,4,uWpjM7,30,76091.27,2282738.14421377980
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,5,jx,84,87186.30,7323649.73593825908
iFNjue,HIxQent,2023-06-06,35700096.02,57.48,6,dd0tvn4,928,13579.97,12602213.800058378336
7D6NzC,zihMsYmQw,2022-05-10,31798486.50,14.02,1,6rki,594,61709.80,36655622.86522545090
7D6NzC,zihMsYmQw,2022-05-10,31798486.50,14.02,2,EPTiuI,19,17387.88,330369.79121440749
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,1,r,658,63673.70,41897299.17122446312
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,2,CNhqnYb,682,23931.03,16320967.80717906382
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,3,1E,550,44406.44,24423543.37604733750
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,4,l,910,79391.36,72246139.4063970470
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,5,9V8j,2,68817.82,137635.6569408572
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,6,t5n,123,70214.03,8636325.7995915855
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,7,5oN,365,12130.28,4427553.270693446595
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,8,QOGX,461,81308.20,37483081.94459797679
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,9,TCX,965,65768.15,63466271.1943813610
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,10,zOgCZ,381,21895.24,8342089.48145947968
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,11,p5cvij2,81,9212.56,746217.586550327058
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,12,CliAR,232,78610.53,18237644.1002895352
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,13,7xVk,54,99161.79,5354736.81886872792
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,14,5FhC,655,47733.23,31265267.24328205695
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,15,lRXkO,527,17362.97,9150286.23539211375
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,16,FAje1nD,597,96746.20,57757481.48724395019
izVwmi,mtMvN,2024-02-21,323894494.80,21.17,17,2S,118,93401.49,11021376.98158855912
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,1,lRXkO,638,17362.97,11077576.12557906750
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,2,CAeaA,166,58949.98,9785697.93370755490
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,3,FWq1xKW,928,5580.79,5178978.250170445408
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,4,1Z,567,54838.20,31093260.46857200457
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,5,H14JE,611,62707.59,38314339.16426546885
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,6,3982t4,516,68869.95,35536895.85421124184
IZ2q1C,HIxQent,2021-06-14,91228849.41,35.75,7,idNQnC,155,71097.32,11020084.8198793575
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,1,3982t4,431,68869.95,29682949.83171520394
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,2,WD,125,40440.64,5055081.21484250625
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,3,tHFZLF,439,76106.83,33410899.31801144782
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,4,xMfymyD,159,3686.37,586133.212342608228
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,5,ELQpXx,738,83151.30,61365663.09101939202
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,6,w,913,69257.34,63231959.83533497981
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,7,vY8hn,608,32995.79,20061443.91763785824
PWgNrQ,mtMvN,2021-10-01,79079867.94,68.49,8,R9sd,537,70028.46,37605287.14018865409
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,1,l,645,79391.36,51207428.4803583465
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,2,9HluSu,36,76600.48,2757617.54735546628
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,3,9V8j,833,68817.82,57325251.1158670238
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,4,ChB3,735,64933.71,47726281.3304476185
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,5,EfH,849,42673.99,36230225.08746573873
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,6,GsvdNVi,204,94065.90,19189444.8495194412
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,7,Po8KXxh,606,96155.68,58270342.32092646252
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,8,6JP,880,27528.08,24224711.2364413200
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,9,sPX1,921,27662.87,25477506.64443540489
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,10,D50bP,24,82641.57,1983397.68768622488
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,11,BND,777,15286.43,11877559.930841231991
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,12,FWq1xKW,295,5580.79,1646334.680819268745
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,13,p5cvij2,400,9212.56,3685025.118767047200
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,14,I5C,322,99721.31,32110264.9916522474
9LQEE7,GPqOcD,2023-07-14,268175637.30,37.48,15,oecuy6n,881,62735.46,55269945.577812483596
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,1,668zGG,368,87021.97,32024084.99294814032
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,2,6JP,362,27528.08,9965165.3040815430
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,3,piiMe,107,15806.82,1691330.351157487433
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,4,pQ9dU6g,323,78028.15,25203093.80636622875
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,5,dd0tvn4,209,13579.97,2838214.099366595983
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,6,oiWk,983,82722.18,81315910.45496348675
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,7,vY8hn,578,32995.79,19071570.04012283234
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,8,QnYOGv,236,95673.43,22578931.02317807540
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,9,qLoU,449,28055.96,12597126.65793872399
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,10,EFlXc,999,98795.89,98697101.86585676961
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,11,w,160,69257.34,11081175.87475749920
lePE9E,ZmRmyyt,2021-09-11,143387947.01,55.84,12,iB,142,53819.87,7642421.87662040608
ey6QsV,ZmRmyyt,2023-01-01,76080852.73,46.17,1,w,372,69257.34,25763733.90881118564
ey6QsV,ZmRmyyt,2023-01-01,76080852.73,46.17,2,V,156,32203.21,5023700.96251340928
ey6QsV,ZmRmyyt,2023-01-01,76080852.73,46.17,3,YalHb,373,71438.52,26646570.02698491223
ey6QsV,ZmRmyyt,2023-01-01,76080852.73,46.17,4,LNGN,444,97874.24,43456163.40749646408
ey6QsV,ZmRmyyt,2023-01-01,76080852.73,46.17,5,aQs7I,898,45042.58,40448239.89608742022
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,1,dnGRcE,248,74654.83,18514400.0614690272
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,2,oecuy6n,917,62735.46,57528422.355112426172
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,3,tG5,812,92159.21,74833282.46422955472
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,4,f3ABwvz,574,17097.36,9813885.775598703596
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,5,L,505,37345.13,18859294.03076279395
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,6,iRn2XDY,539,13589.47,7324727.695781165362
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,7,R9sd,189,70028.46,13235380.39012226373
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,8,df,396,63390.09,25102476.0750106728
pdv6JR,KkSVKT,2022-05-29,251059986.79,3.78,9,e5,633,56435.95,35723956.96509898155
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,1,dhX0Q,709,58608.11,41553154.38007476119
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,2,MwaX6F,837,52823.94,44213639.804187110865
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,3,FAje1nD,984,96746.20,95198260.94379907368
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,4,nz,565,37035.22,20924900.88917983355
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,5,CNhqnYb,709,23931.03,16967105.82887090359
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,6,rqfEQ6n,311,57579.67,17907280.14071674566
iKtMqH,PqhGybG,2023-07-19,62315821.51,74.24,7,bWJ3,293,17747.90,5200135.55506891442
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,1,H14JE,735,62707.59,46090080.66405093225
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,2,HY0T0v,652,13913.14,9071370.457475352660
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,3,RHrRG,717,83091.00,59576251.60110503928
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,4,hLr,356,45173.39,16081728.47759747596
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,5,O,399,17719.07,7069911.495286041675
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,6,rqfEQ6n,722,57579.67,41572528.17233919732
esQB6F,ZqPCHYSJi,2024-02-25,105247234.24,46.58,7,5WaSW,499,35228.90,17579222.969584824026
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,1,k,140,71441.39,10001795.2973114120
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,2,H14JE,930,62707.59,58318061.24839097550
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,3,0iR,266,71748.13,19085002.79831030704
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,4,dd0tvn4,906,13579.97,12303454.421177684022
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,5,9DM4ZL2,660,16520.34,10903426.375001096640
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,6,MToM1c,618,77408.87,47838686.40461019804
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,7,e5,637,56435.95,35949700.76898586295
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,8,LNGN,300,97874.24,29362272.57263274600
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,9,dnGRcE,354,74654.83,26427812.9909678856
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,10,tHFZLF,806,76106.83,61342106.72054038028
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,11,oecuy6n,658,62735.46,41279936.651760061528
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,12,ta,835,43227.18,36094700.56726881895
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,13,6rki,852,61709.80,52576751.98850519220
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,14,fU,70,73798.32,5165882.58493433140
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,15,dJz,448,53348.15,23899973.93347977728
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,16,G,838,42715.57,35795648.09547049614
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,17,rp,197,42043.62,8282594.10353844373
c4uk4p,GPqOcD,2022-08-09,261042757.19,53.02,18,Sg0rjA,662,62100.81,41110736.31174799006
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,1,9HluSu,123,76600.48,9421859.95346450979
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,2,0eV,642,11226.94,7207697.418699720432
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,3,5oN,85,12130.28,1031074.049339569755
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,4,TCX,385,65768.15,25320740.3210744290
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,5,AzErQ,405,61462.11,24892156.50709835610
jqKscj,PqhGybG,2021-11-28,75033754.73,12.26,6,JxH,408,43258.95,17649655.31135579016
P086ZG,PqhGybG,2024-02-12,30907258.32,71.44,1,1E,578,44406.44,25666923.76610065650
P086ZG,PqhGybG,2024-02-12,30907258.32,71.44,2,df,869,63390.09,55085989.1646067542
P086ZG,PqhGybG,2024-02-12,30907258.32,71.44,3,G,506,42715.57,21614078.68294519218
P086ZG,PqhGybG,2024-02-12,30907258.32,71.44,4,BND,383,15286.43,5854704.573374764289
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,1,7HIeuDi,624,16816.91,10493752.026816897696
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,2,w,84,69257.34,5817617.33424768708
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,3,dhX0Q,996,58608.11,58373683.72715721036
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,4,iRn2XDY,766,13589.47,10409538.803280839828
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,5,mxK,200,73890.65,14778130.16229359200
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,6,0,87,49570.44,4312628.53770578241
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,7,xwBFJ,707,64056.39,45287873.476798740935
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,8,3982t4,172,68869.95,11845631.95140374728
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,9,zOgCZ,777,21895.24,17012607.68266145856
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,10,vX6,477,5196.29,2478632.391850044537
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,11,Bgmo,938,25648.57,24058365.64959691668
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,12,RHrRG,497,83091.00,41296230.18932943448
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,13,nQiCtSa,316,52362.85,16546662.22678231164
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,14,dX7ce,178,53317.29,9490478.30586388798
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,15,MToM1c,583,77408.87,45129375.68590250074
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,16,6nFG,722,37151.78,26823592.09941005694
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,17,dd0tvn4,141,13579.97,1914776.019189904467
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,18,LT4vD,363,68530.41,24876540.27374116557
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,19,rQg025a,579,94495.94,54713151.6610003266
BNAjT0,hIRks,2023-11-07,236902909.06,44.51,20,5WaSW,38,35228.90,1338698.342373193012
h7IUyl,ZqPCHYSJi,2022-03-10,277276924.85,44.08,1,7HIeuDi,447,16816.91,7517158.903825566138
h7IUyl,ZqPCHYSJi,2022-03-10,277276924.85,44.08,2,oiWk,156,82722.18,12904661.27260865100
h7IUyl,ZqPCHYSJi,2022-03-10,277276924.85,44.08,3,mQ3Zg,940,23158.00,21768527.63929998720
h7IUyl,ZqPCHYSJi,2022-03-10,277276924.85,44.08,4,EFlXc,564,98795.89,55720886.33868189996
h7IUyl,ZqPCHYSJi,2022-03-10,277276924.85,44.08,5,LwlsySw,804,14385.42,11565878.537141118072
