# Produced using StockPerson Data Generator (chapter 1.0)
# https://github.com/bahmanm/stockperson/
# docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,2,NDyS,99,24849.01,2460052.83450949407
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,3,P4Yt3,561,23276.80,13058289.09077188914
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,4,ku2mHss,126,93664.17,11801686.59418744296
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,5,P,178,33318.46,5930687.575897877370
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,6,RWf,465,80040.73,37218942.2599380375
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,7,Pf,929,14725.67,13680147.740110359544
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,8,dtzRKz,281,29883.91,8397380.41252038902
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,9,aR,416,1203.39,500611.7663346008352
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,10,X0bn7,440,38848.98,17093551.86518776280
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,11,JtwD,834,66663.59,55597440.48148917654
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,12,jAUEqO,315,2504.19,788822.318310321015
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,13,l,743,2182.80,1621821.433934576714
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,14,NQCoZd,963,3935.15,3789556.3654042751469
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,15,FGwA6,449,63378.12,28456776.17529201604
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,16,9,878,1727.82,1517033.114886384618
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,17,f4ASs0B,187,41354.87,7733361.90587831035
23nhwV,WSVYb,2022-01-20,211253653.30,22.66,18,kM,397,20386.71,8093527.78436244691
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,1,NT1,606,91936.05,55713250.81508484030
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,2,8XPavaP,238,75297.75,17920864.92352904916
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,3,dtzRKz,284,29883.91,8487032.16069676328
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,4,m,986,41586.36,41004158.29742396956
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,5,IL1DA,486,76043.52,36957152.4161401458
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,6,C,921,83506.56,76909542.8381164293
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,7,l,732,2182.80,1597810.618627335336
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,8,CkVZ5t2,650,38649.25,25122016.87142187300
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,9,fUMrpTI,773,76292.16,58973839.86084357417
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,10,R,491,31842.90,15634868.028014420395
DBzzCT,xDlKA,2024-02-02,192895053.03,47.98,11,0G6DS,737,44154.89,32542155.35998748024
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,1,FGwA6,711,63378.12,45061843.78760049756
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,2,HULhO,183,66466.54,12163377.04191067329
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,3,HbUjl,577,38106.17,21987264.02844283455
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,4,Bhj,621,20917.79,12989949.847803567477
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,5,YOVlgEp,190,14576.65,2769563.822341456580
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,6,jAUEqO,240,2504.19,601007.480617387440
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,7,kM,79,20386.71,1610550.86892854737
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,8,zH,114,5354.41,610403.2156862948010
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,9,axSnDSE,792,25591.85,20268752.52758885496
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,10,8jrFZw,648,31675.98,20526038.898500023560
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,11,U,593,66918.22,39682507.83255481625
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,12,aR0,627,64320.96,40329243.00831888033
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,13,OvyGT,991,84322.22,83563321.82559653959
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,14,s,396,22154.66,8773246.374369398064
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,15,l,994,2182.80,2169704.583217993612
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,16,cr,499,96840.43,48323376.65124692448
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,17,USmgMSZ,330,62462.88,20612752.35780107820
SfBaB8,xDlKA,2023-11-06,312409251.04,31.12,18,5l9214,863,82912.16,71553196.3502633772
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,1,fiHB,361,53643.25,19365213.810179469924
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,2,2pS6q,773,73899.34,57124197.24559733076
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,3,8WIFDw,37,61233.43,2265636.93693060355
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,4,f4ASs0B,846,41354.87,34986225.52071150030
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,5,fUMrpTI,424,76292.16,32347875.93919492296
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,6,VuFB,241,9845.04,2372654.810665508517
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,7,VSIqBG,174,95587.94,16632303.22768423410
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,8,cmbcNd,472,65210.26,30779245.20649810512
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,9,1S,440,40932.43,18010270.86897749480
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,10,rZCQ7UR,418,53028.03,22165717.14770575118
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,11,OoF,416,75768.08,31519524.92151796736
I5LFc1,vYnYPGrRg,2023-12-13,88066365.01,71.97,12,cvCSK,958,48727.83,46681266.662833820172
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,1,U,744,66918.22,49787159.91133353000
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,2,bl,364,91185.17,33191405.48463469184
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,3,ku2mHss,872,93664.17,81675164.36612262112
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,4,edPD,220,72958.44,16050857.19453923960
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,5,YOVlgEp,929,14576.65,13541709.426080069278
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,6,aR,287,1203.39,345373.9830241116339
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,7,lV,471,70552.58,33230265.2950856001
JY7S9c,KIJiShfFD,2023-09-15,193294987.86,16.63,8,i6PwlK,101,40149.20,4055069.46125639902
GAvjdg,PYHqryFj,2023-07-26,46697182.60,51.98,1,D9B,176,58679.80,10327645.985155597824
GAvjdg,PYHqryFj,2023-07-26,46697182.60,51.98,2,2pS6q,928,73899.34,68578596.43455927936
GAvjdg,PYHqryFj,2023-07-26,46697182.60,51.98,3,nNTPs,725,25307.65,18348053.45142589175
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,1,R5sy,323,29316.07,9469091.39030367132
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,2,Drl,191,57962.09,11070760.92546105614
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,3,rZCQ7UR,885,53028.03,46929807.83664973635
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,4,lNwkF,717,16684.35,11962681.220186848338
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,5,vZsAqo,22,79544.51,1749979.239527310
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,6,8XPavaP,932,75297.75,70177504.65852552024
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,7,U,522,66918.22,34931313.80875820250
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,8,BmkHqZ,385,51749.59,19923595.01246269155
O0DGJp,NvKYv,2022-08-11,197528411.30,15.01,9,n690kC,269,97478.14,26221621.61282655732
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,1,Bhj,66,20917.79,1380574.379959799442
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,2,lV,849,70552.58,59899140.6274472919
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,3,CF,795,23914.65,19012147.82261763315
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,4,bl,592,91185.17,53981626.50248279552
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,5,UhrND,161,45447.24,7317006.37978980292
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,6,lNwkF,159,16684.35,2652812.153430556326
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,7,Zb2,174,58147.86,10117728.70188488232
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,8,OvyGT,470,84322.22,39631444.25633741030
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,9,e1hI,870,22303.05,19403661.635171210220
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,10,B1bfwXz,739,82230.46,60768314.49626285735
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,11,Pf,508,14725.67,7480640.529575955488
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,12,xH,696,62862.61,43752379.10573520192
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,13,d8Ckiz,91,65917.10,5998456.4029872846
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,14,rZCQ7UR,164,53028.03,8696597.15843000764
RlxcMT,PnlOu,2023-01-28,319148814.85,8.12,15,YOVlgEp,500,14576.65,7288325.848266991000
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,1,erq5JRX,479,31591.44,15132301.158148273117
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,2,n690kC,108,97478.14,10527639.90403445424
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,3,B1bfwXz,268,82230.46,22037764.93233889820
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,4,zJCbw,896,16070.33,14399018.752394952704
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,5,Zb2,30,58147.86,1744435.98308360040
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,6,0G6DS,941,44154.89,41549753.31580491032
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,7,qGVwZ,799,50773.93,40568371.23886465055
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,8,Pf,796,14725.67,11721633.585713505056
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,9,g6GkQ,132,85880.82,11336268.56622981468
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,10,ku2mHss,710,93664.17,66501567.31645305160
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,11,P4Yt3,292,23276.80,6796827.83334294408
OQyn0r,QpiTcdl,2023-03-16,114191687.74,55.64,12,rZCQ7UR,285,53028.03,15112988.96434483035
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,1,fSCf,904,96244.15,87004716.14512184360
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,2,9ZlI,17,33710.55,573079.36618287868
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,3,jAUEqO,459,2504.19,1149426.806680753479
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,4,Bhj,352,20917.79,7363063.359785597024
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,5,Pt0m,80,11256.40,900512.410574767840
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,6,edPD,953,72958.44,69529395.02907225154
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,7,zJCbw,347,16070.33,5576405.699867241728
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,8,I,645,99382.00,64101392.9216710125
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,9,bl,39,91185.17,3556222.01621085984
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,10,l,289,2182.80,630829.602162978022
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,11,nNTPs,703,25307.65,17791284.93289986469
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,12,rZCQ7UR,150,53028.03,7954204.71807622650
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,13,zH,883,5354.41,4727947.7144824413095
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,14,0G6DS,994,44154.89,43889962.58863983088
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,15,RD,772,20389.89,15741002.525533944984
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,16,OvyGT,720,84322.22,60711999.71183603280
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,17,JtwD,384,66663.59,25598821.51665688704
s4wgvd,vYnYPGrRg,2022-12-10,320645856.87,24.17,18,s,274,22154.66,6070377.541861654216
Fwy07B,VlijxYU,2023-10-26,10329702.29,8.07,1,edPD,77,72958.44,5617800.01808873386
Fwy07B,VlijxYU,2023-10-26,10329702.29,8.07,2,WL,79,20121.23,1589577.914422355647
Fwy07B,VlijxYU,2023-10-26,10329702.29,8.07,3,IL1DA,53,76043.52,4030306.7449700159
fqxY2X,KIJiShfFD,2023-05-27,47138629.33,69.49,1,9s4Z,585,75677.31,44271227.03352271065
fqxY2X,KIJiShfFD,2023-05-27,47138629.33,69.49,2,Ca9RV,196,41777.22,8188335.12810802804
fqxY2X,KIJiShfFD,2023-05-27,47138629.33,69.49,3,gJ,522,41658.57,21745778.46498304002
fqxY2X,KIJiShfFD,2023-05-27,47138629.33,69.49,4,pQSyKZ,900,89270.45,80343409.89376144800
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,1,dm,532,34421.30,18312134.750831714128
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,2,9s4Z,638,75677.31,48282124.52544869982
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,3,9,586,1727.82,1012507.295356971966
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,4,d8Ckiz,849,65917.10,55963620.7267714794
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,5,qGVwZ,930,50773.93,47219756.26050578850
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,6,HbUjl,393,38106.17,14975727.49250959095
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,7,C,226,83506.56,18872482.8245540858
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,8,fiHB,131,53643.25,7027265.953278422604
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,9,8XPavaP,321,75297.75,24170578.32123035622
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,10,NQCoZd,971,3935.15,3821037.6228531164773
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,11,JUciZ8g,829,7342.82,6087197.878628689123
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,12,ON7GbQN,662,18570.08,12293397.055398731716
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,13,cmbcNd,927,65210.26,60449915.90344013442
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,14,0G6DS,716,44154.89,31614902.62924156832
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,15,erq5JRX,194,31591.44,6128739.926264645062
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,16,Bhj,306,20917.79,6400844.852540888322
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,17,R,350,31842.90,11145017.942576470750
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,18,3G2i,617,40327.20,24881884.51080806292
l7Wm0X,VlijxYU,2021-09-03,400904738.74,3.99,19,kM,928,20386.71,18918876.02994546784
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,1,ECHPlqs,923,97699.65,90176782.94358519448
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,2,e1hI,43,22303.05,959031.552083174758
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,3,8WIFDw,737,61233.43,45129038.44642850855
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,4,NQCoZd,79,3935.15,310877.4173073081377
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,5,n690kC,435,97478.14,42402994.05791655180
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,6,OoF,923,75768.08,69933945.91961799008
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,7,A,21,75313.31,1581579.71641861842
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,8,eU,611,77996.00,47655557.98030502462
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,9,0G6DS,222,44154.89,9802386.01074249744
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,10,f3pe2MU,263,39475.57,10382075.47753134781
ZSLLHH,VlijxYU,2023-02-12,296014155.22,12.73,11,qGVwZ,411,50773.93,20868085.83125578395
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,1,edPD,408,72958.44,29767044.25169095344
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,2,OvyGT,835,84322.22,70409055.22136539915
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,3,YOVlgEp,928,14576.65,13527132.774383535296
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,4,8jrFZw,828,31675.98,26227716.370305585660
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,5,USmgMSZ,193,62462.88,12055336.98501699422
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,6,NQCoZd,951,3935.15,3742334.4792310131513
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,7,Drl,168,57962.09,9737632.64647883472
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,8,ON7GbQN,872,18570.08,16193115.154543344496
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,9,9s4Z,655,75677.31,49568638.81531175295
zAhgKo,KIJiShfFD,2022-04-04,125966786.26,46.44,10,lNwkF,239,16684.35,3987560.406728949446
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,1,JtwD,51,66663.59,3399843.48268099281
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,2,0G6DS,917,44154.89,40490035.90923815384
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,3,Ca9RV,529,41777.22,22100149.40188340221
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,4,fiHB,763,53643.25,40929800.933980430892
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,5,NT1,269,91936.05,24730799.45422082845
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,6,lV,746,70552.58,52632224.8622799526
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,7,R,864,31842.90,27512272.863960202080
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,8,ku2mHss,494,93664.17,46270104.58356029224
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,9,e1hI,249,22303.05,5553461.778342104994
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,10,Dv,300,28017.49,8405248.651031068200
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,11,dm,235,34421.30,8089006.891814760940
asFKCh,NvKYv,2023-06-19,188261698.86,35.17,12,RD,505,20389.89,10296899.320459381110
0CpMJP,QpiTcdl,2022-05-12,55118728.36,28.00,1,f7IiDeY,673,54715.80,36823733.47546686846
0CpMJP,QpiTcdl,2022-05-12,55118728.36,28.00,2,fUMrpTI,212,76292.16,16173937.96959746148
0CpMJP,QpiTcdl,2022-05-12,55118728.36,28.00,3,zJCbw,356,16070.33,5721038.700728351744
0CpMJP,QpiTcdl,2022-05-12,55118728.36,28.00,4,vnXbT,113,53546.51,6050756.70686681127
0CpMJP,QpiTcdl,2022-05-12,55118728.36,28.00,5,IL1DA,155,76043.52,11786746.1409500465
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,1,k8fb,300,3696.47,1108943.129287759500
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,2,D9B,305,58679.80,17897341.053820780320
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,3,q,677,41786.23,28289278.783192258332
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,4,K,650,56889.39,36978105.23716238150
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,5,8lP,353,74627.66,26343564.53612904567
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,6,A,296,75313.31,22292742.66951957392
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,7,sfj,264,64852.61,17121089.44070092920
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,8,5,459,27689.43,12709452.456107473788
r0aNEm,vYnYPGrRg,2021-09-27,70409188.55,64.62,9,USmgMSZ,581,62462.88,36290936.72691644374
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,1,q,924,41786.23,38610477.984740984784
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,2,C,510,83506.56,42588346.1970025830
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,3,4Yc,643,39524.98,25414566.821580959758
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,4,P,263,33318.46,8762757.485736751395
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,5,8XPavaP,969,75297.75,72963521.47436827158
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,6,pQSyKZ,785,89270.45,70077307.51844748520
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,7,uo,378,39137.08,14793818.45761447110
2pwHHh,PYHqryFj,2022-10-30,156688402.84,46.03,8,eU,220,77996.00,17159120.71303945240
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,1,UhrND,25,45447.24,1136181.11487419300
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,2,f4ASs0B,310,41354.87,12820011.71562714550
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,3,d8Ckiz,958,65917.10,63148584.9896903148
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,4,g6GkQ,581,85880.82,49896757.85590547219
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,5,9s4Z,715,75677.31,54109277.48541664635
C8uUyz,ZQVeUKT,2023-11-11,115745342.41,39.70,6,Owe2Ub,228,47583.33,10849000.13812889724
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,1,1S,193,40932.43,7899959.72207421931
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,2,qGVwZ,209,50773.93,10611751.67574807505
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,3,nNTPs,902,25307.65,22827509.25956710946
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,4,NQCoZd,349,3935.15,1373369.8562057030387
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,5,UhrND,711,45447.24,32312990.90702204892
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,6,aR,500,1203.39,601696.8345367798500
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,7,D9B,348,58679.80,20420572.743375841152
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,8,l,274,2182.80,598087.581289467052
DovnK5,WSVYb,2023-05-05,97840833.18,27.67,9,5l9214,466,82912.16,38637067.7858896104
wNVLnF,vYnYPGrRg,2023-11-11,26453326.61,22.44,1,rZCQ7UR,26,53028.03,1378728.81779987926
wNVLnF,vYnYPGrRg,2023-11-11,26453326.61,22.44,2,ZhkdN3,998,32794.54,32728960.07931591748
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,1,cr,293,96840.43,28374247.21205480736
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,2,Pf,150,14725.67,2208850.550071640400
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,3,zJCbw,524,16070.33,8420854.716802405376
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,4,kM,16,20386.71,326187.51775768048
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,5,cvCSK,484,48727.83,23584272.510241721256
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,6,JM,333,34786.86,11584026.25216135128
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,7,Owe2Ub,349,47583.33,16606583.54476747867
tLrFV2,VlijxYU,2022-10-19,43933950.92,57.12,8,C,136,83506.56,11356892.3192006888
pfdJwJ,WSVYb,2024-03-05,155162720.86,51.69,1,s,947,22154.66,20980465.445777323148
pfdJwJ,WSVYb,2024-03-05,155162720.86,51.69,2,K4,212,35130.60,7447689.011883869300
